Timestamp,Zone,Tilt_deg,GNSS_disp_mm,PorePressure_kPa,SoilMoisture_pct,Rainfall_mm_per_hr,SeismicEnergy_J,Event_Label
2025-08-06 18:00:00,A1,0.0879,2.155,68.83,12.141,0.0,0.000889,0
2025-08-06 19:00:00,A1,0.0798,1.777,67.055,12.57,0.0,0.053891,0
2025-08-06 20:00:00,A1,0.0807,2.317,67.918,10.787,0.0,0.006343,0
2025-08-06 21:00:00,A1,0.1125,1.275,65.663,11.018,0.0,0.028542,0
2025-08-06 22:00:00,A1,0.1163,1.919,64.86,11.35,0.0,0.021607,0
2025-08-06 23:00:00,A1,0.0907,2.033,64.086,10.317,0.0,0.017144,0
2025-08-07 00:00:00,A1,0.107,1.245,62.133,10.926,0.0,0.026544,0
2025-08-07 01:00:00,A1,0.129,1.811,59.856,10.35,0.0,0.010135,0
2025-08-07 02:00:00,A1,0.1147,1.853,58.643,9.684,0.0,0.018574,0
2025-08-07 03:00:00,A1,0.1189,1.852,58.437,10.339,0.0,0.023167,0
2025-08-07 04:00:00,A1,0.1259,1.192,58.117,10.919,0.0,0.019823,0
2025-08-07 05:00:00,A1,0.1227,1.821,56.443,9.613,0.0,0.035838,0
2025-08-07 06:00:00,A1,0.1319,1.007,56.648,10.275,0.0,0.015336,0
2025-08-07 07:00:00,A1,0.1361,1.497,53.22,10.313,0.0,0.023859,0
2025-08-07 08:00:00,A1,0.1453,1.023,54.238,10.101,0.0,0.009233,0
2025-08-07 09:00:00,A1,0.1405,1.915,52.055,10.15,0.0,0.040848,0
2025-08-07 10:00:00,A1,0.1144,2.19,51.047,10.083,0.0,0.013526,0
2025-08-07 11:00:00,A1,0.1342,1.633,51.237,9.548,0.0,0.004119,0
2025-08-07 12:00:00,A1,0.116,1.803,52.002,10.027,0.0,0.00813,0
2025-08-07 13:00:00,A1,0.1087,1.327,50.131,9.839,0.0,0.051149,0
2025-08-07 14:00:00,A1,0.116,2.582,48.445,9.719,0.0,0.013616,0
2025-08-07 15:00:00,A1,0.0907,2.016,49.042,9.197,0.0,0.001727,0
2025-08-07 16:00:00,A1,0.1153,2.302,47.163,9.859,0.0,0.028209,0
2025-08-07 17:00:00,A1,0.0967,0.884,47.159,9.306,0.0,0.001478,0
2025-08-07 18:00:00,A1,0.1074,1.766,46.635,9.729,0.0,0.002255,0
2025-08-07 19:00:00,A1,0.1219,2.47,45.594,8.906,0.0,0.00715,0
2025-08-07 20:00:00,A1,0.0985,2.038,44.669,9.908,0.0,0.007515,0
2025-08-07 21:00:00,A1,0.1114,1.851,44.114,10.039,0.0,0.008494,0
2025-08-07 22:00:00,A1,0.1096,2.359,42.827,9.353,0.0,0.016503,0
2025-08-07 23:00:00,A1,0.1201,1.197,41.281,9.089,0.0,0.043992,0
2025-08-08 00:00:00,A1,0.1303,1.393,41.795,9.024,0.0,0.009448,0
2025-08-08 01:00:00,A1,0.1244,1.358,41.792,8.861,0.0,0.02006,0
2025-08-08 02:00:00,A1,0.1256,1.029,41.381,10.119,0.0,0.045569,0
2025-08-08 03:00:00,A1,0.1341,2.357,40.066,9.106,0.0,0.031619,0
2025-08-08 04:00:00,A1,0.1326,1.522,41.351,9.076,0.0,0.001298,0
2025-08-08 05:00:00,A1,0.1436,2.409,40.635,10.249,1.189,0.004387,0
2025-08-08 06:00:00,A1,0.1305,2.3,44.032,14.215,6.092,0.038175,0
2025-08-08 07:00:00,A1,0.1712,1.975,55.709,22.074,12.996,0.031704,0
2025-08-08 08:00:00,A1,0.1237,2.235,67.739,31.913,16.052,0.00234,0
2025-08-08 09:00:00,A1,0.1386,2.073,77.984,37.575,12.996,0.013427,0
2025-08-08 10:00:00,A1,0.1507,1.83,80.888,38.263,6.092,0.021125,0
2025-08-08 11:00:00,A1,0.1515,2.015,80.643,38.357,1.189,0.001206,0
2025-08-08 12:00:00,A1,0.1348,2.336,78.246,34.537,0.0,0.012535,0
2025-08-08 13:00:00,A1,0.1184,1.916,77.543,34.231,0.0,0.005392,0
2025-08-08 14:00:00,A1,0.1444,1.776,76.213,31.439,0.0,0.020405,0
2025-08-08 15:00:00,A1,0.1214,1.633,73.7,30.105,0.0,0.001797,0
2025-08-08 16:00:00,A1,0.1331,1.552,74.069,28.356,0.0,0.005064,0
2025-08-08 17:00:00,A1,0.1243,2.176,72.037,26.825,0.0,0.031561,0
2025-08-08 18:00:00,A1,0.0942,2.349,71.979,25.334,0.0,0.012749,0
2025-08-08 19:00:00,A1,0.1053,1.439,68.131,23.866,0.0,0.043773,0
2025-08-08 20:00:00,A1,0.1285,3.094,68.215,22.767,0.0,0.025461,0
2025-08-08 21:00:00,A1,0.1218,1.599,66.582,22.022,0.0,0.037762,0
2025-08-08 22:00:00,A1,0.1157,1.864,66.058,19.727,0.0,0.018282,0
2025-08-08 23:00:00,A1,0.1255,1.995,63.721,19.747,0.0,0.008688,0
2025-08-09 00:00:00,A1,0.1447,1.514,62.835,18.656,0.0,0.017131,0
2025-08-09 01:00:00,A1,0.1357,2.694,63.204,18.094,0.0,0.006491,0
2025-08-09 02:00:00,A1,0.1505,2.172,61.332,17.916,0.0,0.012474,0
2025-08-09 03:00:00,A1,0.1542,1.44,59.865,16.923,0.0,0.014829,0
2025-08-09 04:00:00,A1,0.1774,2.167,59.1,16.291,0.0,0.016918,0
2025-08-09 05:00:00,A1,0.1455,2.122,57.936,14.613,0.0,0.016221,0
2025-08-09 06:00:00,A1,0.1603,2.318,58.225,14.453,0.0,0.055144,0
2025-08-09 07:00:00,A1,0.1803,2.831,55.571,14.476,0.0,0.019425,0
2025-08-09 08:00:00,A1,0.1584,1.859,54.869,13.908,0.0,0.005278,0
2025-08-09 09:00:00,A1,0.1559,2.675,53.925,13.296,0.0,0.008178,0
2025-08-09 10:00:00,A1,0.1546,1.273,53.886,13.313,0.0,0.013818,0
2025-08-09 11:00:00,A1,0.1538,2.206,52.489,12.734,0.0,0.003226,0
2025-08-09 12:00:00,A1,0.1429,3.28,51.875,12.695,0.0,0.041767,0
2025-08-09 13:00:00,A1,0.1321,2.663,51.014,12.618,0.0,0.001228,0
2025-08-09 14:00:00,A1,0.1382,2.682,49.814,12.154,0.0,0.004514,0
2025-08-09 15:00:00,A1,0.1292,1.798,50.612,11.526,0.0,0.026622,0
2025-08-09 16:00:00,A1,0.1169,2.15,49.403,12.725,0.585,0.024457,0
2025-08-09 17:00:00,A1,0.1317,2.65,49.792,12.953,1.426,0.00578,0
2025-08-09 18:00:00,A1,0.1273,1.89,51.453,14.729,2.996,0.044132,0
2025-08-09 19:00:00,A1,0.1144,1.658,55.217,16.586,4.783,0.021059,0
2025-08-09 20:00:00,A1,0.1409,2.811,59.121,20.135,6.392,0.024128,0
2025-08-09 21:00:00,A1,0.1232,2.916,64.671,24.564,7.5,0.011984,0
2025-08-09 22:00:00,A1,0.1125,2.368,70.211,28.454,7.894,0.008596,0
2025-08-09 23:00:00,A1,0.1505,1.549,75.332,31.071,7.5,0.005845,0
2025-08-10 00:00:00,A1,0.1655,2.09,78.34,34.286,6.392,0.037955,0
2025-08-10 01:00:00,A1,0.1653,2.046,81.117,35.396,4.783,0.009264,0
2025-08-10 02:00:00,A1,0.1603,2.283,82.458,34.787,2.996,0.012256,0
2025-08-10 03:00:00,A1,0.1926,2.12,82.198,33.491,1.426,0.025688,0
2025-08-10 04:00:00,A1,0.1582,1.886,81.874,32.692,0.585,0.043893,0
2025-08-10 05:00:00,A1,0.1788,2.629,80.994,30.787,0.0,0.050585,0
2025-08-10 06:00:00,A1,0.1794,3.124,77.33,28.575,0.0,0.047631,0
2025-08-10 07:00:00,A1,0.1932,2.632,76.708,26.798,0.0,0.058242,0
2025-08-10 08:00:00,A1,0.1785,2.515,75.559,25.738,0.0,0.024811,0
2025-08-10 09:00:00,A1,0.179,2.477,74.481,23.87,0.0,0.027089,0
2025-08-10 10:00:00,A1,0.1832,2.457,72.818,23.029,0.0,0.022308,0
2025-08-10 11:00:00,A1,0.1919,2.756,71.473,21.491,0.0,0.034013,0
2025-08-10 12:00:00,A1,0.1996,3.178,69.731,21.583,0.0,0.009313,0
2025-08-10 13:00:00,A1,0.1676,1.818,70.26,19.475,0.0,0.042751,0
2025-08-10 14:00:00,A1,0.175,3.401,68.531,20.169,0.0,0.028299,0
2025-08-10 15:00:00,A1,0.1804,3.883,65.934,19.368,0.0,0.041951,0
2025-08-10 16:00:00,A1,0.1741,4.117,65.312,16.907,0.0,0.070619,0
2025-08-10 17:00:00,A1,0.1774,3.417,65.08,17.507,0.0,0.068614,0
2025-08-10 18:00:00,A1,0.1776,5.411,63.753,17.162,0.0,0.05577,0
2025-08-10 19:00:00,A1,0.1496,4.214,63.924,15.153,0.0,0.04782,0
2025-08-10 20:00:00,A1,0.2083,4.947,62.916,16.302,0.0,0.04765,0
2025-08-10 21:00:00,A1,0.1836,4.177,60.797,14.705,0.0,0.03779,0
2025-08-10 22:00:00,A1,0.2525,3.12,60.121,14.987,0.0,0.129458,0
2025-08-10 23:00:00,A1,0.2119,3.912,60.456,13.241,0.0,0.049554,0
2025-08-11 00:00:00,A1,0.2193,4.999,58.86,13.634,0.0,0.124832,0
2025-08-11 01:00:00,A1,0.2521,5.478,58.85,13.529,0.0,0.137229,0
2025-08-11 02:00:00,A1,0.2402,6.364,58.318,12.9,0.0,0.048493,0
2025-08-11 03:00:00,A1,0.3459,6.889,56.737,13.311,0.0,0.066284,0
2025-08-11 04:00:00,A1,0.2995,7.886,56.269,12.836,0.0,0.097862,0
2025-08-11 05:00:00,A1,0.3695,7.183,55.988,15.024,0.0,0.115449,0
2025-08-11 06:00:00,A1,0.3026,6.087,53.391,12.093,0.0,0.167085,0
2025-08-11 07:00:00,A1,0.2664,5.904,56.828,12.466,0.0,0.207532,0
2025-08-11 08:00:00,A1,0.4238,7.037,57.708,12.745,0.0,0.176853,0
2025-08-11 09:00:00,A1,0.2468,10.034,54.39,12.502,0.0,0.253382,0
2025-08-11 10:00:00,A1,0.4703,11.025,54.472,11.726,0.0,0.084982,0
2025-08-11 11:00:00,A1,0.279,7.974,57.528,12.518,0.0,0.171702,0
2025-08-11 12:00:00,A1,0.2311,11.964,56.185,11.745,0.0,0.091191,0
2025-08-11 13:00:00,A1,0.4778,6.829,54.436,13.663,0.0,0.345005,0
2025-08-11 14:00:00,A1,0.4349,15.055,57.562,12.508,0.0,0.411313,0
2025-08-11 15:00:00,A1,0.593,12.664,57.764,13.478,0.0,0.374317,0
2025-08-11 16:00:00,A1,0.5982,7.643,49.903,13.637,0.0,0.097891,0
2025-08-11 17:00:00,A1,0.4857,6.977,57.95,13.585,0.0,0.297345,0
2025-08-11 18:00:00,A1,0.578,12.355,54.74,12.848,0.0,0.112377,0
2025-08-11 19:00:00,A1,1.6134,143.465,51.478,13.991,0.0,4.625023,1
2025-08-11 20:00:00,A1,0.1509,2.209,41.383,9.805,0.0,0.049382,0
2025-08-11 21:00:00,A1,0.1558,3.059,41.52,10.293,0.0,0.025932,0
2025-08-11 22:00:00,A1,0.1436,2.917,40.219,9.668,0.0,0.024747,0
2025-08-11 23:00:00,A1,0.1832,3.005,40.357,9.57,0.0,0.000426,0
2025-08-12 00:00:00,A1,0.1551,2.212,38.469,9.964,0.0,0.020102,0
2025-08-12 01:00:00,A1,0.179,2.985,39.18,10.094,0.0,0.019697,0
2025-08-12 02:00:00,A1,0.1735,2.945,38.299,9.801,0.0,0.017326,0
2025-08-12 03:00:00,A1,0.1954,3.43,37.552,9.506,0.0,0.003943,0
2025-08-12 04:00:00,A1,0.1921,2.456,35.993,9.579,0.115,0.028732,0
2025-08-12 05:00:00,A1,0.199,2.911,37.198,10.067,0.424,0.023023,0
2025-08-12 06:00:00,A1,0.1935,3.555,37.457,10.024,0.941,0.005389,0
2025-08-12 07:00:00,A1,0.1817,2.378,37.589,10.908,1.382,0.008504,0
2025-08-12 08:00:00,A1,0.1994,3.054,38.741,11.801,1.553,0.036773,0
2025-08-12 09:00:00,A1,0.1897,3.567,38.117,12.88,1.382,0.032531,0
2025-08-12 10:00:00,A1,0.2015,2.186,40.232,13.153,0.941,0.034005,0
2025-08-12 11:00:00,A1,0.185,2.512,40.071,12.818,0.424,0.020664,0
2025-08-12 12:00:00,A1,0.1776,2.52,38.657,11.793,0.115,0.00062,0
2025-08-12 13:00:00,A1,0.184,3.005,39.027,12.13,0.0,0.016663,0
2025-08-12 14:00:00,A1,0.1655,2.746,38.453,11.801,0.0,0.012662,0
2025-08-12 15:00:00,A1,0.1631,2.782,36.534,11.269,0.0,0.038061,0
2025-08-12 16:00:00,A1,0.1719,2.568,38.122,11.084,0.0,0.007114,0
2025-08-12 17:00:00,A1,0.1692,3.508,36.627,11.828,0.0,0.033626,0
2025-08-12 18:00:00,A1,0.1768,3.056,35.484,10.725,0.0,0.001463,0
2025-08-12 19:00:00,A1,0.1607,2.875,34.315,10.505,0.0,0.035824,0
2025-08-12 20:00:00,A1,0.1785,2.191,34.79,11.832,0.0,0.02776,0
2025-08-12 21:00:00,A1,0.1665,2.472,35.212,10.413,0.0,0.058352,0
2025-08-12 22:00:00,A1,0.1701,2.935,33.951,10.312,0.0,0.014013,0
2025-08-12 23:00:00,A1,0.1738,2.248,34.409,10.261,0.0,0.012995,0
2025-08-13 00:00:00,A1,0.1779,3.158,33.544,10.497,0.0,0.012456,0
2025-08-13 01:00:00,A1,0.192,3.644,32.851,10.306,0.0,0.020464,0
2025-08-13 02:00:00,A1,0.1923,3.5,31.025,10.534,0.0,0.001564,0
2025-08-13 03:00:00,A1,0.1933,2.592,31.657,9.62,0.0,0.002944,0
2025-08-13 04:00:00,A1,0.1932,2.778,32.774,10.455,0.0,0.053154,0
2025-08-13 05:00:00,A1,0.2029,2.884,31.382,10.526,0.0,0.001881,0
2025-08-13 06:00:00,A1,0.2101,2.96,31.548,10.003,0.0,0.005631,0
2025-08-13 07:00:00,A1,0.2226,2.936,30.452,10.357,0.0,0.006764,0
2025-08-13 08:00:00,A1,0.2001,3.265,30.796,9.746,0.0,0.014431,0
2025-08-13 09:00:00,A1,0.1894,2.395,30.181,10.174,0.0,0.032333,0
2025-08-13 10:00:00,A1,0.2047,2.684,29.443,9.854,0.0,0.016356,0
2025-08-13 11:00:00,A1,0.2139,2.689,28.659,9.387,0.0,0.006212,0
2025-08-13 12:00:00,A1,0.19,2.722,29.644,10.031,0.0,0.050901,0
2025-08-13 13:00:00,A1,0.1798,2.584,28.467,9.745,0.0,0.004604,0
2025-08-13 14:00:00,A1,0.19,2.873,28.831,9.084,0.0,0.03742,0
2025-08-13 15:00:00,A1,0.1809,3.246,29.014,8.717,0.0,0.021555,0
2025-08-13 16:00:00,A1,0.1713,3.57,27.534,8.496,0.0,0.007259,0
2025-08-13 17:00:00,A1,0.1752,2.495,26.026,9.064,0.0,0.03305,0
2025-08-13 18:00:00,A1,0.1738,3.282,27.14,8.458,0.0,0.010095,0
2025-08-13 19:00:00,A1,0.1708,2.408,27.487,8.676,0.0,0.007689,0
2025-08-13 20:00:00,A1,0.1829,2.416,26.936,9.034,0.0,0.021348,0
2025-08-13 21:00:00,A1,0.195,3.499,26.874,9.902,0.0,0.005281,0
2025-08-13 22:00:00,A1,0.1776,2.451,27.309,9.724,0.0,0.004797,0
2025-08-13 23:00:00,A1,0.1737,2.703,27.127,9.032,0.0,0.001749,0
2025-08-14 00:00:00,A1,0.1973,3.0,25.708,9.432,0.0,0.020709,0
2025-08-14 01:00:00,A1,0.2214,2.839,25.361,8.912,0.0,0.030694,0
2025-08-14 02:00:00,A1,0.2168,3.991,25.919,8.727,0.0,0.02159,0
